Município;2020/Jan;2020/Fev;2020/Mar;2020/Abr;2020/Mai;2020/Jun;2020/Jul;2020/Ago;2020/Set;2020/Out
431720 Santa Rosa;205;205;225;225;225;225;222;222;222;222
431730 Santa Vitória do Palmar;65;65;65;65;65;65;65;65;65;65
431740 Santiago;122;122;122;122;122;122;122;122;122;122
431750 Santo Ângelo;219;219;219;219;234;234;234;234;234;234
431760 Santo Antônio da Patrulha;82;82;82;82;82;82;82;82;82;82
431780 Santo Augusto;85;85;85;85;85;85;85;85;85;85
431790 Santo Cristo;56;56;56;56;56;56;56;56;56;56
431800 São Borja;143;143;143;118;118;118;118;118;118;118
431810 São Francisco de Assis;60;60;60;60;60;60;60;60;60;60
431820 São Francisco de Paula;59;59;59;59;59;59;62;62;62;59
431830 São Gabriel;185;185;198;202;198;198;188;188;188;188
431840 São Jerônimo;100;100;100;100;100;100;100;129;129;129
431843 São João do Polêsine;50;50;50;50;50;50;50;50;50;50
431850 São José do Norte;53;53;53;53;53;53;53;53;53;53
431860 São José do Ouro;53;53;53;53;53;53;53;53;53;53
431870 São Leopoldo;209;209;209;209;209;209;209;209;209;209
431880 São Lourenço do Sul;172;172;172;172;172;172;172;172;172;172
431890 São Luiz Gonzaga;122;122;122;122;122;137;137;137;137;137
431900 São Marcos;77;77;77;77;77;75;75;75;75;75
431910 São Martinho;39;39;39;39;39;39;39;39;39;39
431915 São Miguel das Missões;38;38;38;38;38;38;38;38;38;38
431930 São Paulo das Missões;36;36;36;36;36;36;36;36;36;36
431940 São Pedro do Sul;54;54;54;55;55;55;55;55;55;55
431950 São Sebastião do Caí;91;91;91;91;91;91;91;91;91;91
431960 São Sepé;64;64;64;64;64;64;64;64;65;65
431980 São Vicente do Sul;14;14;41;41;41;41;41;41;41;41
431990 Sapiranga;126;122;122;122;122;122;122;122;122;122
432000 Sapucaia do Sul;116;116;126;132;132;150;150;150;200;200
432010 Sarandi;81;81;81;81;81;81;81;81;81;81
432020 Seberi;50;50;50;50;50;50;50;50;50;50
432026 Segredo;34;34;34;34;34;34;34;34;34;34
432030 Selbach;32;32;32;32;32;32;32;32;32;32
432040 Serafina Corrêa;55;55;55;55;55;55;55;55;55;55
432045 Sério;10;10;10;10;10;10;10;10;10;10
432050 Sertão;49;49;49;49;49;49;49;49;49;49
432060 Severiano de Almeida;31;31;31;31;31;31;31;31;31;31
432067 Sinimbu;48;48;48;48;48;48;48;48;48;48
432070 Sobradinho;148;148;148;107;107;107;107;107;107;107
432080 Soledade;117;117;118;118;118;118;118;118;118;118
432090 Tapejara;92;92;92;92;92;92;92;92;92;92
432100 Tapera;35;35;35;35;35;35;35;35;35;35
432110 Tapes;49;49;49;49;49;49;49;49;49;49
432120 Taquara;89;89;89;90;90;69;69;69;69;69
432130 Taquari;81;81;81;81;81;71;71;71;71;71
432140 Tenente Portela;113;113;113;131;131;131;131;131;131;131
432143 Terra de Areia;1;1;1;1;1;1;1;1;1;1
432145 Teutônia;84;84;84;84;84;84;84;84;84;84
432150 Torres;66;66;66;66;66;66;67;67;67;67
432160 Tramandaí;94;94;94;94;94;94;94;94;94;94
432170 Três Coroas;75;75;75;75;75;75;56;56;56;57
432180 Três de Maio;69;69;69;69;69;69;69;69;69;69
432190 Três Passos;104;104;104;104;104;104;104;104;104;104
432195 Trindade do Sul;48;48;48;48;48;48;48;48;48;48
432200 Triunfo;50;50;50;50;50;50;50;50;50;50
432210 Tucunduva;34;34;34;34;34;34;34;34;34;34
432220 Tupanciretã;73;73;73;73;73;73;73;73;73;73
432230 Tuparendi;37;37;37;37;37;37;37;37;37;37
432240 Uruguaiana;196;196;196;180;160;160;160;160;160;160
432250 Vacaria;147;147;147;153;153;153;152;152;153;137
432253 Vale do Sol;39;39;39;39;39;39;39;39;39;39
432260 Venâncio Aires;132;121;121;121;121;121;121;121;121;121
432270 Vera Cruz;49;49;49;49;49;49;49;49;49;49
432280 Veranópolis;63;63;63;63;63;63;63;63;63;63
432290 Viadutos;50;50;50;50;50;50;50;50;50;50
432300 Viamão;347;347;347;347;347;347;347;347;347;347
500020 Água Clara;17;17;17;17;17;21;21;25;25;25
500060 Amambai;107;107;107;105;88;88;83;83;83;75
500070 Anastácio;26;26;26;26;32;32;31;31;31;31
500080 Anaurilândia;12;12;12;12;12;12;12;12;12;12
500085 Angélica;26;26;26;26;27;27;27;27;27;27
500090 Antônio João;7;7;7;7;10;10;10;10;10;10
500100 Aparecida do Taboado;106;106;106;106;106;106;106;106;106;106
500110 Aquidauana;143;143;143;143;143;143;143;138;138;138
500124 Aral Moreira;9;9;9;9;9;9;9;9;9;9
500150 Bandeirantes;12;12;12;12;12;12;12;12;12;12
500190 Bataguassu;35;35;35;35;35;35;35;35;35;35
500210 Bela Vista;32;32;32;32;32;32;32;32;32;32
500215 Bodoquena;8;8;8;8;8;8;8;8;8;8
500220 Bonito;26;26;26;26;32;32;32;32;32;32
500230 Brasilândia;20;20;20;20;20;20;20;20;20;20
500240 Caarapó;39;39;39;39;39;39;39;39;39;39
500260 Camapuã;22;22;25;25;25;25;25;25;25;25
500270 Campo Grande;2231;2220;2279;2274;2276;2278;2320;2336;2333;2338
500280 Caracol;8;8;8;8;8;8;8;8;8;8
500290 Cassilândia;59;59;59;59;59;59;59;59;59;59
500295 Chapadão do Sul;80;80;80;80;76;76;76;76;76;76
500310 Corguinho;2;2;-;-;-;-;-;-;-;-
500315 Coronel Sapucaia;9;9;9;9;9;9;9;9;9;9
500320 Corumbá;202;202;202;213;213;213;213;213;213;213
500325 Costa Rica;59;59;59;59;59;59;59;59;59;59
500330 Coxim;93;93;93;93;93;93;93;93;93;93
500345 Deodápolis;12;12;12;12;12;12;12;12;12;12
500348 Dois Irmãos do Buriti;19;19;19;19;19;19;19;19;19;19
500370 Dourados;618;618;619;619;623;623;623;623;623;623
500375 Eldorado;57;57;57;57;57;53;53;53;53;53
500380 Fátima do Sul;56;56;66;66;66;66;66;66;66;66
500390 Figueirão;10;10;10;10;10;10;10;10;10;10
500400 Glória de Dourados;12;12;12;12;12;12;12;12;12;12
500410 Guia Lopes da Laguna;26;26;26;26;26;26;26;26;26;26
500430 Iguatemi;38;38;38;38;38;38;38;38;38;38
500440 Inocência;9;9;9;9;9;15;15;15;19;19
500450 Itaporã;20;20;20;20;22;22;22;22;22;22
500460 Itaquiraí;27;27;27;27;27;27;27;27;27;27
500470 Ivinhema;29;29;29;29;29;29;38;38;38;38
500500 Jardim;43;43;43;43;53;53;53;53;53;53
500510 Jateí;21;21;21;21;21;21;21;21;21;21
500515 Juti;9;9;9;9;9;9;9;9;9;9
500520 Ladário;10;10;10;10;10;10;10;10;10;10
500525 Laguna Carapã;6;6;6;6;6;6;6;6;6;6
500540 Maracaju;50;50;50;50;50;50;50;50;50;50
500560 Miranda;23;23;23;23;23;23;23;23;23;23
500568 Mundo Novo;36;36;48;48;48;48;48;48;48;48
500570 Naviraí;87;87;87;87;68;68;68;68;68;68
500580 Nioaque;6;6;6;6;6;6;6;6;6;6
500600 Nova Alvorada do Sul;18;18;18;18;24;24;24;24;24;24
500620 Nova Andradina;111;111;111;111;97;97;97;111;111;111
500625 Novo Horizonte do Sul;14;14;14;17;17;17;17;17;17;17
500630 Paranaíba;191;187;187;187;187;187;187;190;190;190
500635 Paranhos;10;10;10;10;15;15;15;15;15;15
500640 Pedro Gomes;28;28;28;28;28;28;28;28;28;28
500660 Ponta Porã;153;153;153;157;157;157;159;175;175;175
500690 Porto Murtinho;16;16;16;16;16;16;16;16;16;16
500710 Ribas do Rio Pardo;16;16;16;16;16;16;16;16;16;16
500720 Rio Brilhante;46;46;46;66;66;66;66;66;66;66
500730 Rio Negro;20;20;20;20;21;21;21;21;21;21
500740 Rio Verde de Mato Grosso;29;29;29;29;29;29;29;29;29;29
500750 Rochedo;9;9;9;9;9;9;9;9;9;9
500755 Santa Rita do Pardo;8;8;8;8;8;8;8;8;8;8
500769 São Gabriel do Oeste;36;36;48;48;48;48;48;48;48;48
500770 Sete Quedas;18;18;18;18;18;18;18;18;18;18
500790 Sidrolândia;38;38;38;38;38;38;38;38;38;38
500793 Sonora;22;22;22;22;22;22;22;22;22;22
500795 Tacuru;8;8;8;8;8;8;8;8;8;8
500797 Taquarussu;4;4;4;4;6;6;6;6;6;6
500830 Três Lagoas;197;197;197;190;190;190;190;190;190;190
500840 Vicentina;5;5;5;5;7;7;7;7;7;7
510020 Água Boa;77;77;77;77;77;77;57;57;57;57
510025 Alta Floresta;138;138;130;141;141;188;183;183;184;184
510030 Alto Araguaia;98;98;98;98;98;98;98;98;98;98
510060 Alto Taquari;30;30;30;30;30;30;30;30;30;30
510080 Apiacás;28;28;32;32;32;32;32;32;32;32
510100 Araguaiana;12;12;12;12;12;12;12;12;12;12
510125 Araputanga;19;19;19;19;19;19;19;19;19;19
510130 Arenápolis;10;10;10;10;10;10;34;34;34;34
510140 Aripuanã;33;33;33;33;33;33;33;37;37;37
510160 Barão de Melgaço;11;11;11;11;11;11;11;11;11;11
510170 Barra do Bugres;59;59;59;59;59;59;59;-;-;-
510180 Barra do Garças;114;114;114;114;108;108;108;108;108;108
510190 Brasnorte;31;31;31;31;31;31;31;31;31;31
510250 Cáceres;225;225;225;225;225;225;225;245;245;245
510260 Campinápolis;21;21;-;24;24;24;24;24;24;24
510263 Campo Novo do Parecis;32;32;32;32;32;32;32;1;28;28
510267 Campo Verde;56;56;67;67;67;67;67;67;67;67
510268 Campos de Júlio;16;16;16;16;16;16;16;16;16;16
510269 Canabrava do Norte;9;9;9;9;9;9;-;-;-;-
510270 Canarana;60;60;48;48;48;49;49;56;56;56
510279 Carlinda;1;1;1;1;1;1;1;1;1;1
510300 Chapada dos Guimarães;2;2;2;2;-;-;-;-;-;-
510305 Cláudia;23;23;23;23;23;23;23;23;34;34
510310 Cocalinho;16;16;16;16;16;16;16;16;16;16
510320 Colíder;113;113;113;113;121;121;121;115;115;115
510325 Colniza;40;40;31;31;31;31;31;31;31;28
510330 Comodoro;42;42;42;42;42;42;42;42;42;42
510335 Confresa;53;53;53;53;53;53;53;53;67;67
510337 Cotriguaçu;33;33;33;33;33;33;32;33;33;33
510340 Cuiabá;2055;2030;1966;1898;1897;1852;1807;1760;1760;1707
510350 Diamantino;46;46;46;46;46;46;46;46;46;46
510360 Dom Aquino;20;20;20;20;20;20;20;20;20;20
510385 Gaúcha do Norte;17;17;17;17;17;17;17;17;17;17
510390 General Carneiro;15;15;15;15;15;15;15;15;15;15
510395 Glória D'Oeste;-;-;-;-;-;-;6;6;6;6
510410 Guarantã do Norte;48;48;48;48;48;48;48;48;48;48
510420 Guiratinga;22;22;22;22;22;22;22;22;22;22
510455 Itaúba;16;16;16;16;16;16;16;16;16;16
510460 Itiquira;35;35;35;35;35;35;35;35;35;35
510480 Jaciara;53;53;52;60;60;60;60;60;60;60
510500 Jauru;37;37;37;37;37;37;37;37;37;37
510510 Juara;65;65;65;65;65;65;65;65;65;65
510515 Juína;136;136;139;129;129;129;129;129;129;129
510517 Juruena;19;19;19;19;19;19;19;19;19;19
510520 Juscimeira;33;33;33;33;33;33;33;33;33;33
510525 Lucas do Rio Verde;101;101;101;101;101;101;101;101;101;101
510558 Marcelândia;21;21;21;11;11;11;11;11;11;11
510560 Matupá;44;44;44;44;44;44;44;44;44;44
510562 Mirassol d'Oeste;90;90;90;90;90;89;89;90;90;90
510590 Nobres;41;41;41;41;41;41;41;41;41;41
510600 Nortelândia;35;35;-;-;-;-;-;-;-;-
510610 Nossa Senhora do Livramento;16;16;16;16;16;16;16;16;16;16
510615 Nova Bandeirantes;15;15;15;15;15;15;14;14;14;14
510620 Nova Brasilândia;13;13;13;13;13;13;13;13;13;13
510618 Nova Lacerda;6;6;6;6;6;6;6;6;6;6
510885 Nova Marilândia;8;8;8;8;8;8;8;8;8;8
510890 Nova Maringá;6;6;6;6;6;6;6;6;6;6
510895 Nova Monte Verde;13;13;13;13;13;13;13;13;13;13
510622 Nova Mutum;39;39;39;37;37;37;77;76;106;106
510623 Nova Olímpia;50;50;50;50;50;50;50;50;50;50
510625 Nova Xavantina;34;34;34;34;34;34;34;34;34;34
510627 Novo Horizonte do Norte;15;15;15;15;15;15;15;15;15;15
510628 Novo São Joaquim;26;26;26;26;26;26;26;26;26;26
510629 Paranaíta;32;32;32;32;32;32;26;26;26;26
510630 Paranatinga;35;35;35;35;35;35;35;35;35;35
510637 Pedra Preta;31;31;31;31;31;31;31;31;31;31
510642 Peixoto de Azevedo;57;57;56;56;56;56;56;56;56;56
510650 Poconé;64;64;64;64;64;64;64;64;64;64
510670 Ponte Branca;21;21;21;21;21;21;21;21;21;21
510675 Pontes e Lacerda;69;69;69;69;69;69;69;69;69;69
510677 Porto Alegre do Norte;18;18;18;18;18;18;18;18;18;18
510680 Porto dos Gaúchos;21;21;21;21;21;21;21;21;21;21
510682 Porto Esperidião;-;-;-;-;-;-;4;4;4;4
510700 Poxoréo;96;96;96;96;96;96;98;98;98;98
510704 Primavera do Leste;147;147;162;162;162;162;180;180;180;180
510706 Querência;31;31;31;31;31;31;31;31;31;31
510718 Ribeirão Cascalheira;32;32;32;32;32;32;32;32;47;47
510719 Ribeirãozinho;15;15;15;15;15;15;15;15;15;15
510720 Rio Branco;18;18;18;18;18;18;18;18;18;18
510760 Rondonópolis;491;491;516;526;576;576;576;576;576;576
510770 Rosário Oeste;63;63;63;63;63;63;63;63;63;63
510775 Salto do Céu;14;14;14;14;14;14;14;14;14;14
510777 Santa Terezinha;22;22;22;22;22;22;22;22;22;22
510780 Santo Antônio do Leverger;20;20;20;20;20;20;20;20;20;20
510785 São Félix do Araguaia;44;44;40;40;40;40;40;40;40;40
510730 São José do Rio Claro;22;22;22;22;22;22;22;22;22;22
510735 São José do Xingu;23;23;23;8;8;-;-;-;-;-
510710 São José dos Quatro Marcos;-;-;-;25;25;25;37;37;37;37
510787 Sapezal;53;53;53;53;53;53;53;53;53;53
510790 Sinop;253;253;266;266;266;266;280;280;280;283
510792 Sorriso;160;160;160;160;178;187;187;187;187;187
510794 Tabaporã;15;15;15;15;15;15;15;15;15;15
510795 Tangará da Serra;183;183;190;200;200;193;193;193;193;193
510800 Tapurah;21;21;21;20;20;20;20;20;20;20
510805 Terra Nova do Norte;37;37;37;37;37;37;37;37;37;37
510810 Tesouro;14;14;14;14;14;14;14;14;14;14
510820 Torixoréu;23;23;23;23;23;23;23;23;23;23
510835 Vale de São Domingos;5;5;5;5;5;5;5;5;5;5
510840 Várzea Grande;368;368;368;368;552;552;552;552;552;522
510550 Vila Bela da Santíssima Trindade;50;50;43;47;46;46;46;46;46;46
510860 Vila Rica;21;21;21;21;21;21;21;21;21;21
520010 Abadiânia;9;9;9;9;9;9;9;9;9;9
520013 Acreúna;72;72;72;72;72;72;72;72;72;72
520017 Água Fria de Goiás;12;12;12;12;12;12;12;12;12;12
520025 Águas Lindas de Goiás;41;41;41;41;231;231;231;231;231;231
520030 Alexânia;34;34;34;34;34;34;34;34;34;34
520050 Aloândia;14;14;14;14;14;14;14;14;14;14
520060 Alto Paraíso de Goiás;17;17;17;17;17;17;17;17;17;17
520080 Alvorada do Norte;32;32;32;32;32;32;32;32;32;32
520085 Americano do Brasil;17;17;17;17;17;17;17;17;17;17
520090 Amorinópolis;13;13;13;13;13;13;13;13;13;13
520110 Anápolis;1012;1012;1058;1080;1080;1080;1062;1062;1062;1062
520130 Anicuns;50;50;50;20;20;20;20;20;20;20
520140 Aparecida de Goiânia;1072;1104;1134;1134;1134;1220;1262;1262;1262;1262
520150 Aporé;18;18;18;18;18;18;18;18;18;18
520160 Araçu;17;17;17;17;17;17;17;17;17;17
520170 Aragarças;53;53;53;53;53;33;33;33;33;33
520180 Aragoiânia;9;9;9;9;9;9;9;9;9;9
520215 Araguapaz;10;10;10;10;10;10;10;10;10;10
520235 Arenópolis;17;17;17;17;17;17;17;17;17;17
520250 Aruanã;15;15;15;15;15;15;15;15;15;15
520280 Avelinópolis;12;12;12;12;12;12;12;12;12;12
520310 Baliza;-;-;6;6;6;6;6;6;6;6
520320 Barro Alto;22;22;22;22;22;22;22;22;22;22
520330 Bela Vista de Goiás;29;29;29;29;29;29;29;29;29;29
520340 Bom Jardim de Goiás;23;23;23;23;23;23;23;23;23;23
520350 Bom Jesus de Goiás;25;25;25;25;25;25;25;25;25;25
520355 Bonfinópolis;2;2;2;2;2;2;2;2;2;2
520380 Britânia;23;23;23;24;24;24;24;24;24;24
520390 Buriti Alegre;32;32;32;32;32;32;32;32;32;32
520393 Buriti de Goiás;14;14;14;14;14;14;14;14;14;14
520400 Cabeceiras;12;12;12;12;12;12;12;12;12;12
520410 Cachoeira Alta;26;26;26;26;26;26;26;26;26;26
520425 Cachoeira Dourada;18;18;18;18;18;18;18;18;18;18
520430 Caçu;36;36;36;36;36;36;36;36;36;36
520440 Caiapônia;53;41;41;53;53;53;53;53;53;53
520450 Caldas Novas;138;145;145;145;145;157;157;157;157;157
520465 Campinaçu;22;22;22;22;-;-;-;22;22;22
520470 Campinorte;16;16;16;16;16;16;16;16;16;16
520480 Campo Alegre de Goiás;18;18;18;18;18;18;18;18;18;18
520490 Campos Belos;42;42;58;65;65;65;64;64;64;64
520500 Carmo do Rio Verde;17;17;17;17;17;17;17;17;17;17
520505 Castelândia;15;15;15;15;15;15;15;15;15;15
520510 Catalão;297;297;318;318;216;216;253;253;253;253
520520 Caturaí;18;18;18;18;18;18;18;18;18;18
520530 Cavalcante;16;16;16;16;16;16;13;13;13;13
520540 Ceres;332;332;332;332;332;332;332;332;332;332
520545 Cezarina;15;15;15;15;15;15;15;15;15;15
520547 Chapadão do Céu;24;24;24;24;24;24;24;24;24;24
520549 Cidade Ocidental;61;61;61;61;61;61;61;61;61;61
520551 Cocalzinho de Goiás;22;22;22;22;22;22;22;22;22;22
520552 Colinas do Sul;11;11;11;11;11;11;11;11;11;11
520570 Córrego do Ouro;16;16;16;16;16;16;16;16;16;16
520580 Corumbá de Goiás;25;25;25;25;25;25;25;25;25;25
520590 Corumbaíba;26;26;26;26;26;26;26;26;26;26
520620 Cristalina;58;58;58;58;58;58;58;58;58;58
520630 Cristianópolis;8;8;8;8;8;8;8;8;8;8
520640 Crixás;86;86;86;86;86;86;86;86;86;86
520650 Cromínia;11;11;11;11;11;11;11;11;11;11
520660 Cumari;14;14;14;14;14;14;14;14;14;14
520670 Damianópolis;13;13;13;13;13;13;13;13;13;13
520680 Damolândia;15;15;15;15;15;15;15;15;15;15
520710 Diorama;14;14;14;14;14;14;14;14;14;14
520830 Divinópolis de Goiás;24;24;24;24;24;24;24;24;24;24
520725 Doverlândia;24;24;24;24;24;24;24;24;24;24
520735 Edealina;10;10;10;10;10;10;10;10;10;10
520740 Edéia;25;25;25;25;25;25;25;25;25;25
520750 Estrela do Norte;22;22;22;22;22;22;22;22;22;22
520753 Faina;19;19;19;19;19;19;19;19;19;19
520760 Fazenda Nova;16;16;16;16;16;16;16;16;16;16
520780 Firminópolis;37;37;37;37;37;37;37;37;37;37
520790 Flores de Goiás;7;7;7;7;7;7;7;7;7;7
520800 Formosa;138;138;138;138;138;138;138;138;121;121
520810 Formoso;25;25;25;25;25;25;25;25;25;25
520840 Goianápolis;18;18;18;18;18;18;18;18;18;18
520850 Goiandira;33;33;33;33;33;33;33;33;33;33
520860 Goianésia;258;258;258;258;247;247;247;247;247;247
520870 Goiânia;6517;6517;6598;6624;6624;6664;6707;6740;6740;6760
520880 Goianira;86;86;86;86;86;86;86;86;86;86
520890 Goiás;101;41;41;33;33;33;33;33;33;33
520910 Goiatuba;121;121;121;121;121;121;121;121;121;121
520960 Heitoraí;19;19;19;10;10;10;10;10;10;10
520970 Hidrolândia;21;21;21;21;21;21;21;21;21;21
520980 Hidrolina;28;28;28;28;28;28;28;28;28;28
520990 Iaciara;16;16;16;16;16;16;16;16;16;16
520993 Inaciolândia;16;16;16;16;16;16;16;16;16;16
520995 Indiara;51;51;51;51;51;51;51;51;51;51
521000 Inhumas;98;98;100;100;100;105;105;105;105;105
521010 Ipameri;130;130;130;130;130;130;130;130;130;130
521020 Iporá;96;114;114;114;114;114;114;114;114;114
521030 Israelândia;7;7;7;7;7;7;7;7;7;7
521040 Itaberaí;38;38;78;39;39;39;39;78;78;78
521060 Itaguaru;19;19;19;10;10;10;10;10;10;10
521080 Itajá;18;18;18;18;18;18;18;18;18;18
521090 Itapaci;41;41;41;41;41;41;41;41;41;41
521100 Itapirapuã;23;23;23;23;23;23;23;23;23;23
521120 Itapuranga;124;124;124;124;124;124;124;124;124;124
521130 Itarumã;17;17;17;17;17;17;17;17;17;17
521140 Itauçu;18;18;18;18;18;18;18;18;18;18
521150 Itumbiara;238;209;209;209;209;196;170;170;170;170
521160 Ivolândia;10;10;16;16;16;16;16;16;16;16
521170 Jandaia;13;13;13;13;13;13;13;13;13;13
521180 Jaraguá;84;84;84;84;84;81;81;81;63;63
521190 Jataí;155;155;155;155;146;129;146;180;180;188
521200 Jaupaci;10;10;10;10;10;10;10;10;10;10
521210 Joviânia;17;17;17;17;17;17;17;17;17;17
521220 Jussara;68;68;68;67;67;67;67;67;67;67
521250 Luziânia;133;133;133;133;143;143;143;143;143;143
521260 Mairipotaba;13;13;13;13;13;13;13;13;13;13
521270 Mambaí;16;16;16;16;16;16;16;16;16;16
521280 Mara Rosa;44;44;44;44;44;44;44;44;44;44
521290 Marzagão;23;23;23;23;23;23;23;23;23;23
521295 Matrinchã;14;14;14;14;14;14;14;14;14;14
521300 Maurilândia;12;12;12;12;12;12;12;12;12;12
521308 Minaçu;101;101;101;101;101;101;104;104;104;104
521310 Mineiros;247;247;247;247;247;247;247;247;248;248
521350 Monte Alegre de Goiás;16;16;16;16;16;16;16;16;16;16
521370 Montes Claros de Goiás;24;24;24;24;24;24;24;24;24;24
521375 Montividiu;13;13;13;13;13;13;13;13;13;13
521380 Morrinhos;110;110;110;110;110;110;110;110;110;110
521385 Morro Agudo de Goiás;19;19;19;19;19;19;19;19;19;19
521390 Mossâmedes;20;20;20;-;-;-;-;-;-;-
521400 Mozarlândia;20;20;20;20;20;20;20;20;20;20
521405 Mundo Novo;18;18;18;18;18;18;18;18;18;18
521410 Mutunópolis;19;19;19;19;19;19;19;19;19;19
521440 Nazário;16;16;16;16;16;16;16;16;16;16
521450 Nerópolis;118;118;118;118;118;118;118;123;123;123
521460 Niquelândia;103;103;103;105;105;105;105;105;105;105
521470 Nova América;4;4;4;4;4;4;4;4;4;4
521483 Nova Crixás;45;45;45;45;45;45;45;45;45;45
521500 Nova Veneza;18;18;18;-;-;-;-;-;-;-
521520 Novo Brasil;9;9;9;9;9;9;9;9;9;9
521530 Orizona;28;28;28;28;28;28;28;28;28;28
521550 Ouvidor;31;31;31;31;31;31;31;31;31;31
521560 Padre Bernardo;33;33;33;33;33;33;33;33;33;33
521565 Palestina de Goiás;19;19;19;19;19;19;19;19;19;19
521570 Palmeiras de Goiás;33;33;33;33;33;33;33;33;33;33
521580 Palmelo;10;10;10;10;10;10;10;10;10;10
521590 Palminópolis;19;19;19;19;19;19;19;19;19;19
521600 Panamá;9;9;9;9;9;9;9;9;9;9
521630 Paranaiguara;30;30;30;30;30;30;30;27;27;27
521640 Paraúna;20;20;20;20;20;20;20;20;20;20
521680 Petrolina de Goiás;26;26;26;26;26;26;26;26;26;26
521710 Piracanjuba;70;70;70;70;70;70;70;70;70;70
521720 Piranhas;28;28;28;28;28;28;28;28;28;28
521730 Pirenópolis;51;51;51;52;52;52;52;52;52;52
521740 Pires do Rio;38;38;38;38;38;38;38;38;38;38
521760 Planaltina;72;72;72;92;92;92;92;92;92;92
521770 Pontalina;50;50;50;50;50;50;50;50;50;50
521800 Porangatu;91;91;67;93;93;97;97;97;97;97
521805 Porteirão;20;20;20;20;20;20;16;16;16;16
521810 Portelândia;17;17;17;17;17;17;17;17;17;17
521830 Posse;69;69;69;69;69;69;69;69;69;69
521850 Quirinópolis;121;121;121;121;136;136;136;136;136;136
521860 Rialma;24;24;24;24;24;24;24;24;24;24
521880 Rio Verde;390;390;390;488;488;488;488;488;488;488
521890 Rubiataba;80;80;80;80;80;80;80;80;80;80
521900 Sanclerlândia;17;17;17;17;17;17;17;17;17;17
521910 Santa Bárbara de Goiás;15;15;15;15;15;15;15;15;15;15
521920 Santa Cruz de Goiás;16;16;16;16;16;16;16;16;16;16
521925 Santa Fé de Goiás;17;17;17;17;17;17;17;17;17;17
521930 Santa Helena de Goiás;138;138;138;138;153;153;191;205;205;191
521950 Santa Rosa de Goiás;16;16;16;16;16;16;16;16;16;16
521960 Santa Tereza de Goiás;17;17;17;17;17;17;17;17;17;17
521970 Santa Terezinha de Goiás;38;38;38;38;38;38;38;38;38;38
521973 Santo Antônio de Goiás;19;19;19;19;19;19;19;19;19;19
521975 Santo Antônio do Descoberto;168;168;164;164;115;115;115;115;115;115
521980 São Domingos;22;22;22;22;22;22;22;22;22;22
522000 São João d'Aliança;26;26;26;26;26;26;26;26;26;26
522010 São Luís de Montes Belos;99;97;97;97;97;97;97;97;97;97
522015 São Luíz do Norte;10;10;10;10;10;10;10;10;19;19
522020 São Miguel do Araguaia;95;95;95;95;95;95;95;95;95;95
522026 São Miguel do Passa Quatro;11;11;11;11;11;11;11;11;11;11
522040 São Simão;50;50;50;50;50;50;50;50;50;50
522045 Senador Canedo;89;89;89;89;89;89;103;103;103;103
